epoch,train_loss,val_loss,reward,gradient_norm,bertscore,codebleu,bleu,rouge,ruby,learning_rate,epoch_time,entropy,kl_divergence,balanced_accuracy
11,0.35968682364277216,,0.36982510760547715,3.414947330947014,0.8718395233154297,0.17309814705395218,0.0431501144258013,0.3147987360357247,0.446239017196478,1.4074074074074075e-05,1012.9186117649078,0.547071158669997,10.272727125540289,1.0
12,0.30442829710849817,,0.3708466032987313,3.2904413900772824,0.8640232682228088,0.20397599827161164,0.043468361454492344,0.3170224494910719,0.4257429390536718,1.3333333333333333e-05,1016.6014592647552,0.49822511383588763,10.321573170374398,1.0
13,0.2630149121733679,,0.34636541514527736,3.1213088921145355,0.8565139770507812,0.17227033329766378,0.03763048658978461,0.27684413426548504,0.3885681445226721,1.2592592592592593e-05,1209.0557103157043,0.45501332848832227,10.364784955721964,1.0
14,0.22854893471019855,,0.35157361575966284,2.9649297808392467,0.8640860319137573,0.18584406653611454,0.03626309739838015,0.29897297957965246,0.37270190337040954,1.1851851851851852e-05,1110.3622269630432,0.4120433969774108,10.407754887232874,1.0
15,0.19955317708461182,,0.367403263232689,2.68309751447522,0.8675193786621094,0.1974673867120663,0.04678890494267067,0.34232429017372645,0.38291635567287235,1.1111111111111113e-05,1037.4110980033875,0.37777990102767944,10.442018383182607,1.0
16,0.17911073608674866,,0.37109387704983127,2.566462244490057,0.8660321831703186,0.17189731118717397,0.042228745519628796,0.3161883923181289,0.4591227530539062,1.037037037037037e-05,1059.2782542705536,0.3453973769277766,10.47440090728251,1.0
17,0.16339821098507315,,0.3675672767645824,2.4645226058952905,0.8720253705978394,0.20596082660196247,0.04597392086583974,0.32150643995445244,0.39236982580281754,9.62962962962963e-06,1055.2305977344513,0.32068171989226685,10.499116564318019,1.0
18,0.14950688258893247,,0.3766171433259299,2.2961910493501976,0.8732572197914124,0.19426189434507535,0.04646993521354345,0.3402702588424211,0.42882640843719705,8.888888888888888e-06,1128.679559469223,0.2996105028019435,10.520187781408342,1.0
19,0.1406606230614842,,0.3774933366841481,2.3006689094993025,0.8674375414848328,0.22189908494812374,0.046491618872782595,0.33018491901215197,0.42145351910284923,8.148148148148148e-06,1133.6479313373566,0.27763180089169653,10.542166483318589,1.0
20,0.12780836980411972,,0.3876725265284464,2.1142181817970633,0.8729158639907837,0.20159073986177667,0.04612689797380209,0.36497151641167025,0.4527576144041993,7.4074074074074075e-06,1111.641057729721,0.26286857078472775,10.556929713425559,1.0
21,0.1221442006636357,,0.38106748195134055,1.998652424643534,0.8749191164970398,0.21350228815374267,0.04652345140346988,0.3351422050264277,0.43525034867602286,6.666666666666667e-06,1059.5795600414276,0.2464612373623295,10.573337046847957,1.0
22,0.11503368551316469,,0.3856038633961639,1.9293625272055677,0.876624584197998,0.2087002353678189,0.04756442201821818,0.3390532508403788,0.45607682455640597,5.925925925925926e-06,1146.7665011882782,0.2356562416838563,10.58414204252643,1.0
23,0.10997747160170389,,0.3725812785096674,1.9212000632703246,0.8746458292007446,0.17468981820279048,0.040517502166352706,0.3317677207825737,0.44128552219587536,5.185185185185185e-06,1143.8574669361115,0.22409112028021744,10.595707163930069,1.0
24,0.10569695113361746,,0.3864298714449905,1.7998819092619127,0.8731231689453125,0.21529149357198032,0.047863197379042516,0.34141815064465925,0.4544533466839581,4.444444444444444e-06,1145.7461159229279,0.21887586233408554,10.6009224218762,1.0
25,0.10238485713151918,,0.38812585749010964,1.7265085891623935,0.8758725523948669,0.2369696809759742,0.048003962154582545,0.33960181110956844,0.4401812808155561,3.7037037037037037e-06,1108.9647715091705,0.2099432300614274,10.60985505414886,1.0
26,0.09983867466233778,,0.3872057762683449,1.7741666464425618,0.8755558729171753,0.20616177700921448,0.04617407067857436,0.3478617136306271,0.4602754471061335,2.962962962962963e-06,1104.5782601833344,0.20399000873600226,10.615808275474283,1.0
27,0.09759934403110242,,0.3793067999821903,1.721363029166924,0.8745800852775574,0.18706205445544444,0.04187089971335505,0.34216312723900427,0.4508578332255903,2.222222222222222e-06,1005.6495409011841,0.19814840628617053,10.621649877924115,1.0
28,0.09343249377781067,,0.3809981674559553,1.6505010236815427,0.8751342296600342,0.19109431251996056,0.042304545162103045,0.34322357262606684,0.4532341773116118,1.4814814814814815e-06,1198.0696680545807,0.1941303219916164,10.62566796221867,1.0
29,0.09349149519550627,,0.3798884519048994,1.6322389086427669,0.8744234442710876,0.19109431251996056,0.042304545162103045,0.34168514689409274,0.44993481067725305,7.407407407407407e-07,1102.250628709793,0.1914294846895812,10.628368799520704,1.0
30,0.09137740391104118,,0.37882204421346977,1.600834076659821,0.8747149705886841,0.18464269961673477,0.04206438699434671,0.34219717966419,0.45049098420339323,0.0,1126.6177184581757,0.1919331794631654,10.627865104747121,1.0
