epoch,train_loss,val_loss,reward,gradient_norm,bertscore,codebleu,bleu,rouge,ruby,learning_rate,epoch_time,entropy,kl_from_uniform,balanced_accuracy
14,0.22539512726707736,,0.21628683682755537,2.980014139586787,0.0,0.24228729888472478,0.04734818265768402,0.3429556831438305,0.4488430194515374,1.1851851851851852e-05,261.35155725479126,0.4109761006590249,10.408822183551262,0.5
15,0.19934952766567038,,0.2022502771618167,2.78170081829862,0.0,0.21096210548242672,0.04818297289670522,0.3246920511987988,0.4274142562311526,1.1111111111111113e-05,263.0766887664795,0.37950142159842065,10.440296862611865,0.5
16,0.17675212360378625,,0.21587664461956457,2.580291042057131,0.0,0.2145146584645627,0.0477519302081946,0.3573984312519858,0.4597182031730799,1.037037037037037e-05,261.7451455593109,0.34372778668783716,10.476070497522448,0.5
17,0.16291412678749664,,0.19424616075297277,2.409669583984269,0.0,0.1587001346720688,0.04004336855370872,0.3130141835372427,0.4594731170018436,9.62962962962963e-06,259.40142250061035,0.31923352138719696,10.500564762823089,0.5
18,0.14964528295440951,,0.20106323607040205,2.3698885135643577,0.0,0.2030879361678973,0.04177289710100994,0.3143196258904254,0.44613572119267764,8.888888888888888e-06,255.62339282035828,0.29837341282678687,10.521424871383498,0.5
19,0.14097063448550046,,0.19236209309805563,2.3232214594116307,0.0,0.21219257282225676,0.04251168856432896,0.31503150569500404,0.3920746984086884,8.148148148148148e-06,261.80659770965576,0.28038339856742084,10.539414885642865,0.5
20,0.12887780368328094,,0.19199700120957836,2.1314451001797248,0.0,0.18876930167081885,0.042756246149187126,0.32588706354652275,0.4025723946813631,7.4074074074074075e-06,260.91489481925964,0.26082466423943423,10.558973619970851,0.5
21,0.12124923638243607,,0.18851987365613815,2.011898875355396,0.0,0.19993743461314534,0.042218317633899625,0.31026391056791347,0.3901797054657324,6.666666666666667e-06,263.90346479415894,0.24594821392194086,10.573850070288346,0.5
22,0.11704845521329106,,0.20432308108436015,1.986930027137963,0.0,0.20649901819085792,0.04199570502600999,0.3290537031622253,0.44406697904270753,5.925925925925926e-06,257.0555455684662,0.2336803215785303,10.586117962631755,0.5
23,0.109038179119428,,0.2141878102941936,1.91608296853723,0.0,0.23904111597945601,0.04965861590501895,0.3451760204096743,0.4370632991768187,5.185185185185185e-06,263.4598135948181,0.22535708676213803,10.594441197448148,0.5
24,0.10449011397102605,,0.19100449814098672,1.8006085587504943,0.0,0.2003546249496905,0.04145066254149667,0.3315254250837669,0.38169177812997956,4.444444444444444e-06,263.0623219013214,0.21292652405690457,10.606871760153382,0.5
25,0.10240134413259616,,0.1835681680808114,1.8081322754765712,0.0,0.18821944829838483,0.04078273833563221,0.30598273280913835,0.38285592096090165,3.7037037037037037e-06,262.54033160209656,0.20898456849913666,10.61081371571115,0.5
26,0.09892337839456572,,0.1976031363733553,1.6774290625743202,0.0,0.17854202894354612,0.04086566146185789,0.34483026671043576,0.4237777247509368,2.962962962962963e-06,262.72217321395874,0.2027904241197351,10.61700786009055,0.5
27,0.09552714547169382,,0.18925000726405514,1.6402590513718702,0.0,0.20182622513553292,0.041963989695049456,0.31134419942767527,0.39111562206201794,2.222222222222222e-06,263.73114466667175,0.1973853433045788,10.622412940905708,0.5
28,0.09421393518214641,,0.18886020371663598,1.6193304210308916,0.0,0.19787368126363422,0.04146538157959879,0.3122282848908323,0.3927336708491146,1.4814814814814815e-06,262.1396532058716,0.1965361080955768,10.623262176114709,0.5
29,0.09130553004966266,,0.18967693477281816,1.577159610966878,0.0,0.1970605474620646,0.041420901087222434,0.3148433404078864,0.39505988490691724,7.407407407407407e-07,256.9232666492462,0.19162921909836755,10.62816906511192,0.5
30,0.09223446109588596,,0.18898170887714288,1.6082761419285647,0.0,0.19710563210848828,0.04143441187337658,0.3129307882815078,0.39343771212234174,0.0,252.81399989128113,0.1868808943292369,10.63291738988105,0.5
